Winner,Loser,Tournament,Tournament_Date,Court_Surface,Round_Description,Winner_Rank,Loser_Rank,Retirement_Ind,Winner_Sets_Won,Winner_Games_Won,Winner_Aces,Winner_DoubleFaults,Winner_FirstServes_Won,Winner_FirstServes_In,Winner_SecondServes_Won,Winner_SecondServes_In,Winner_BreakPoints_Won,Winner_BreakPoints,Winner_ReturnPoints_Won,Winner_ReturnPoints_Faced,Winner_TotalPoints_Won,Loser_Sets_Won,Loser_Games_Won,Loser_Aces,Loser_DoubleFaults,Loser_FirstServes_Won,Loser_FirstServes_In,Loser_SecondServes_Won,Loser_SecondServes_In,Loser_BreakPoints_Won,Loser_BreakPoints,Loser_ReturnPoints_Won,Loser_ReturnPoints_Faced,Loser_TotalPoints_Won
Alexandr Dolgopolov,Gilles Simon,Valencia,20-Oct-14,Indoor Hard,First Round,24,18,0,2,12,10,2,23,29,12,26,5,14,31,55,66,0,3,2,3,15,29,9,26,1,5,20,55,44
Yen-Hsun Lu,Guillermo Garcia-Lopez,Valencia,20-Oct-14,Indoor Hard,First Round,42,38,0,2,12,4,4,25,32,9,15,4,10,29,59,63,0,5,3,2,18,29,12,30,0,0,13,47,43
Dusan Lajovic,Joao Sousa,Valencia,20-Oct-14,Indoor Hard,First Round,67,49,0,2,13,5,2,29,40,15,23,3,9,31,79,75,0,9,4,0,34,51,14,28,1,4,19,63,67
Tommy Robredo,John Isner,Valencia,20-Oct-14,Indoor Hard,First Round,21,16,0,2,13,6,1,43,47,9,18,1,6,22,68,74,0,9,10,1,34,45,12,23,0,5,13,65,59
Andy Murray,Jurgen Melzer,Valencia,20-Oct-14,Indoor Hard,First Round,10,121,0,2,12,10,3,26,32,6,20,6,11,33,59,65,0,6,0,2,19,39,7,20,3,8,20,52,46
Fernando Verdasco,Leonardo Mayer,Valencia,20-Oct-14,Indoor Hard,First Round,35,25,0,2,15,7,1,47,62,13,28,2,6,27,86,87,1,13,9,4,45,57,14,29,1,5,30,90,89
Jeremy Chardy,Malek Jaziri,Valencia,20-Oct-14,Indoor Hard,First Round,34,74,0,2,12,6,2,18,19,10,16,5,6,29,49,57,0,3,2,1,15,23,5,26,0,0,7,35,27
Pablo Carreno Busta,Marcel Granollers,Valencia,20-Oct-14,Indoor Hard,First Round,63,48,1,2,9,0,0,16,20,9,13,3,6,20,40,45,0,3,2,1,9,13,11,27,0,1,8,33,28
Thomaz Bellucci,Mikhail Youzhny,Valencia,20-Oct-14,Indoor Hard,First Round,58,27,0,2,13,8,3,29,34,12,22,3,7,27,68,68,0,8,5,3,27,42,14,26,0,0,15,56,56
Feliciano Lopez,Norbert Gombos,Valencia,20-Oct-14,Indoor Hard,First Round,15,136,0,2,12,8,2,22,25,14,23,3,8,25,62,61,0,8,6,5,27,39,10,23,1,1,12,48,49
Kevin Anderson,Philipp Kohlschreiber,Valencia,20-Oct-14,Indoor Hard,First Round,17,23,0,2,12,12,2,38,53,8,12,2,7,26,64,72,0,7,4,2,21,32,17,32,0,8,19,65,57
Roberto Bautista Agut,Santiago Giraldo,Valencia,20-Oct-14,Indoor Hard,First Round,14,32,0,2,12,1,2,32,37,8,11,2,2,23,59,63,0,8,1,1,23,40,13,19,0,0,8,48,44
Martin Klizan,Stefan Kozlov,Valencia,20-Oct-14,Indoor Hard,First Round,37,441,0,2,12,1,3,27,36,13,26,4,11,24,55,64,0,6,2,4,19,31,12,24,1,6,22,62,53
Pablo Andujar,Tomas Berdych,Valencia,20-Oct-14,Indoor Hard,First Round,46,6,0,2,12,1,0,20,26,14,17,4,5,23,47,57,0,5,5,4,16,23,8,24,0,3,9,43,33
Jeremy Chardy,Alexandr Dolgopolov,Valencia,20-Oct-14,Indoor Hard,Second Round,34,24,0,2,17,8,9,48,57,16,41,4,7,37,100,101,1,17,10,8,38,51,25,49,4,12,34,98,97
Pablo Andujar,Dusan Lajovic,Valencia,20-Oct-14,Indoor Hard,Second Round,46,67,0,2,12,1,0,17,23,17,25,4,6,23,48,57,0,5,1,0,17,32,8,16,1,1,14,48,39
Andy Murray,Fabio Fognini,Valencia,20-Oct-14,Indoor Hard,Second Round,10,19,0,2,12,4,1,23,25,13,19,3,10,32,69,68,0,6,2,5,25,39,12,30,0,0,8,44,45
Pablo Carreno Busta,Feliciano Lopez,Valencia,20-Oct-14,Indoor Hard,Second Round,63,15,0,2,12,1,0,24,31,12,17,3,4,20,54,56,0,8,4,4,19,24,15,30,1,1,12,48,46
David Ferrer,Fernando Verdasco,Valencia,20-Oct-14,Indoor Hard,Second Round,5,35,0,2,12,1,0,26,34,12,17,3,9,21,50,59,0,5,5,5,23,32,6,18,0,0,13,51,42
Tommy Robredo,Yen-Hsun Lu,Valencia,20-Oct-14,Indoor Hard,Second Round,21,42,0,2,12,3,3,25,30,11,17,4,12,31,65,67,0,6,3,2,21,35,13,30,1,2,11,47,45
Andy Murray,Kevin Anderson,Valencia,20-Oct-14,Indoor Hard,Quarter-finals,10,17,0,2,18,8,7,36,45,23,48,5,12,52,120,111,1,15,9,2,53,80,15,40,3,6,34,93,102
Tommy Robredo,Pablo Andujar,Valencia,20-Oct-14,Indoor Hard,Quarter-finals,21,46,0,2,13,5,3,29,36,16,32,3,8,39,91,84,0,10,0,3,33,58,19,33,2,4,23,68,75
Jeremy Chardy,Pablo Carreno Busta,Valencia,20-Oct-14,Indoor Hard,Quarter-finals,34,63,0,2,12,7,1,25,27,11,21,4,5,18,35,54,0,3,1,1,13,20,4,15,0,3,12,48,29
David Ferrer,Thomaz Bellucci,Valencia,20-Oct-14,Indoor Hard,Quarter-finals,5,58,0,2,12,1,1,24,30,11,17,4,8,29,55,64,0,3,1,1,15,28,11,27,0,3,12,47,38
Andy Murray,David Ferrer,Valencia,20-Oct-14,Indoor Hard,Semi-finals,10,5,0,2,13,4,2,34,45,12,26,4,10,31,72,77,0,9,1,6,28,40,13,32,2,7,25,71,66
Tommy Robredo,Jeremy Chardy,Valencia,20-Oct-14,Indoor Hard,Semi-finals,21,34,0,2,14,6,6,34,48,26,49,2,3,30,81,90,0,12,5,4,35,49,16,32,2,6,37,97,88
Andy Murray,Tommy Robredo,Valencia,20-Oct-14,Indoor Hard,Finals,10,21,0,2,17,6,5,54,74,17,34,2,13,51,135,122,1,18,8,4,64,87,20,48,4,4,37,108,121
Dominic Thiem,Alexandr Dolgopolov,Paris,27-Oct-14,Indoor Hard,First Round,37,25,0,2,16,1,3,33,46,12,21,6,10,38,75,83,1,8,4,4,18,31,19,44,2,6,22,67,59
Richard Gasquet,Denis Istomin,Paris,27-Oct-14,Indoor Hard,First Round,23,55,1,2,16,13,2,42,50,16,29,4,8,31,83,89,1,9,12,2,34,51,18,32,0,2,21,79,73
Fernando Verdasco,Donald Young,Paris,27-Oct-14,Indoor Hard,First Round,33,61,0,2,16,9,3,36,45,18,32,4,8,39,89,93,1,10,1,10,31,50,19,39,1,3,23,77,73
Philipp Kohlschreiber,Edouard Roger-Vasselin,Paris,27-Oct-14,Indoor Hard,First Round,24,90,0,2,12,8,0,24,28,11,20,4,6,24,48,59,0,4,5,4,19,26,5,22,0,3,13,48,37
Jurgen Melzer,Guillermo Garcia-Lopez,Paris,27-Oct-14,Indoor Hard,First Round,122,36,0,2,12,3,0,24,34,5,8,5,8,27,55,56,0,5,2,5,14,26,14,29,1,1,13,42,41
Lucas Pouille,Ivo Karlovic,Paris,27-Oct-14,Indoor Hard,First Round,176,27,0,2,12,9,1,22,29,17,24,3,4,25,54,64,0,5,5,3,18,33,11,21,0,3,14,53,43
Sam Querrey,Jerzy Janowicz,Paris,27-Oct-14,Indoor Hard,First Round,38,42,0,2,18,17,4,46,55,23,46,3,9,35,97,104,1,13,11,6,52,64,10,33,0,3,32,101,94
Gael Monfils,Joao Sousa,Paris,27-Oct-14,Indoor Hard,First Round,21,52,0,2,12,9,1,35,44,10,24,3,9,30,66,75,0,5,2,5,26,41,10,25,0,5,23,68,59
Jeremy Chardy,Kenny De Schepper,Paris,27-Oct-14,Indoor Hard,First Round,30,105,0,2,14,8,5,46,59,17,35,0,2,27,82,90,0,12,15,4,42,52,13,30,0,6,31,94,86
Pablo Cuevas,Leonardo Mayer,Paris,27-Oct-14,Indoor Hard,First Round,34,26,1,2,8,5,1,20,24,9,13,1,5,18,49,47,0,6,4,1,18,25,13,24,0,2,8,37,39
David Goffin,Lukas Rosol,Paris,27-Oct-14,Indoor Hard,First Round,22,29,0,2,12,9,2,26,33,18,29,2,3,18,49,62,0,7,3,3,22,25,9,24,0,2,18,62,49
Santiago Giraldo,Mikhail Youzhny,Paris,27-Oct-14,Indoor Hard,First Round,31,47,0,2,12,1,0,21,28,9,16,5,8,28,54,58,0,6,1,4,19,31,7,23,2,3,14,44,40
Jack Sock,Pablo Andujar,Paris,27-Oct-14,Indoor Hard,First Round,44,40,0,2,12,1,2,18,20,13,27,6,8,35,59,66,0,2,0,7,18,34,6,25,1,5,16,47,40
Adrian Mannarino,Pierre-Hugues Herbert,Paris,27-Oct-14,Indoor Hard,First Round,73,109,0,2,13,4,1,30,46,17,24,3,9,27,69,74,0,9,9,4,24,34,18,35,2,3,23,70,65
Tommy Robredo,Vasek Pospisil,Paris,27-Oct-14,Indoor Hard,First Round,17,54,0,2,17,1,4,53,80,22,37,3,3,20,82,95,1,15,13,4,39,45,23,37,2,7,42,117,104
Julien Benneteau,Yen-Hsun Lu,Paris,27-Oct-14,Indoor Hard,First Round,28,39,0,2,12,7,2,27,33,15,25,2,2,14,47,56,0,7,7,3,25,31,8,16,0,0,16,58,49
Tomas Berdych,Adrian Mannarino,Paris,27-Oct-14,Indoor Hard,Second Round,5,73,0,2,18,7,1,37,51,24,39,5,11,41,108,102,1,13,8,5,39,56,28,52,2,5,29,90,96
David Ferrer,David Goffin,Paris,27-Oct-14,Indoor Hard,Second Round,6,22,0,2,14,0,4,35,48,12,24,4,10,34,82,81,1,12,5,5,27,41,21,41,3,6,25,72,73
Stan Wawrinka,Dominic Thiem,Paris,27-Oct-14,Indoor Hard,Second Round,4,37,0,2,13,2,2,38,45,12,28,2,7,32,83,82,0,10,3,1,43,59,8,24,1,3,23,73,74
Lucas Pouille,Fabio Fognini,Paris,27-Oct-14,Indoor Hard,Second Round,176,20,0,2,14,3,3,32,43,20,39,3,6,32,82,84,0,12,5,5,35,48,15,34,3,5,30,82,80
Fernando Verdasco,Gilles Simon,Paris,27-Oct-14,Indoor Hard,Second Round,33,19,0,2,15,3,3,30,40,17,32,4,9,37,94,84,1,13,4,2,38,55,19,39,3,4,25,72,82
Milos Raonic,Jack Sock,Paris,27-Oct-14,Indoor Hard,Second Round,10,44,0,2,18,19,3,51,61,23,38,1,4,24,94,98,1,16,17,3,49,57,21,37,1,2,25,99,95
Roger Federer,Jeremy Chardy,Paris,27-Oct-14,Indoor Hard,Second Round,2,30,0,2,19,10,3,55,72,27,51,3,12,42,119,124,1,17,7,8,54,72,23,47,2,9,41,123,118
Gael Monfils,John Isner,Paris,27-Oct-14,Indoor Hard,Second Round,21,16,0,2,13,11,2,38,47,14,21,1,9,30,85,82,0,10,9,1,47,63,8,22,0,0,16,68,71
Andy Murray,Julien Benneteau,Paris,27-Oct-14,Indoor Hard,Second Round,8,28,0,2,12,5,0,21,25,18,27,3,3,20,49,59,0,7,2,3,25,36,4,13,1,4,13,52,42
Jo-Wilfried Tsonga,Jurgen Melzer,Paris,27-Oct-14,Indoor Hard,Second Round,12,122,0,2,16,10,3,37,44,9,27,6,8,31,69,77,1,10,6,2,24,37,14,32,3,5,25,71,63
Grigor Dimitrov,Pablo Cuevas,Paris,27-Oct-14,Indoor Hard,Second Round,11,34,0,2,12,6,1,25,31,13,24,4,6,24,47,62,0,3,4,1,13,24,10,23,0,2,17,55,40
Novak Djokovic,Philipp Kohlschreiber,Paris,27-Oct-14,Indoor Hard,Second Round,1,24,0,2,12,3,1,28,38,13,24,3,7,25,58,66,0,7,2,0,18,27,15,31,1,1,21,62,54
Roberto Bautista Agut,Richard Gasquet,Paris,27-Oct-14,Indoor Hard,Second Round,15,23,0,2,12,5,2,33,41,8,16,3,5,20,51,61,0,6,5,1,21,33,10,18,0,1,16,57,47
Feliciano Lopez,Sam Querrey,Paris,27-Oct-14,Indoor Hard,Second Round,14,38,0,2,12,10,1,22,28,15,24,3,9,29,69,66,0,8,13,0,26,43,14,26,1,1,15,52,55
Kevin Anderson,Santiago Giraldo,Paris,27-Oct-14,Indoor Hard,Second Round,18,31,0,2,13,12,3,50,64,10,25,2,6,31,86,91,0,10,2,1,42,66,13,20,1,6,29,89,84
Kei Nishikori,Tommy Robredo,Paris,27-Oct-14,Indoor Hard,Second Round,7,17,0,2,18,4,6,46,53,22,38,3,6,29,83,97,1,12,3,2,35,50,19,33,0,2,23,91,77
Tomas Berdych,Feliciano Lopez,Paris,27-Oct-14,Indoor Hard,Third Round,5,14,0,2,13,8,2,32,45,16,32,4,6,27,59,75,0,8,5,3,22,30,10,29,2,8,29,77,61
David Ferrer,Fernando Verdasco,Paris,27-Oct-14,Indoor Hard,Third Round,6,33,0,2,12,0,0,21,28,9,14,5,7,25,39,55,0,3,1,5,10,22,4,17,1,1,12,42,26
Novak Djokovic,Gael Monfils,Paris,27-Oct-14,Indoor Hard,Third Round,1,21,0,2,13,1,5,32,39,16,31,2,6,23,60,71,0,9,12,4,27,38,10,22,1,3,22,70,59
Andy Murray,Grigor Dimitrov,Paris,27-Oct-14,Indoor Hard,Third Round,8,11,0,2,12,7,2,27,29,9,15,3,4,22,53,58,0,6,0,2,21,33,10,20,0,0,8,44,39
Kei Nishikori,Jo-Wilfried Tsonga,Paris,27-Oct-14,Indoor Hard,Third Round,7,12,0,2,16,1,3,33,47,24,40,4,12,42,101,99,1,11,10,5,38,51,21,50,1,6,30,87,89
Roger Federer,Lucas Pouille,Paris,27-Oct-14,Indoor Hard,Third Round,2,176,0,2,12,4,1,27,29,15,25,2,10,30,77,72,0,8,7,3,37,47,10,30,0,0,12,54,59
Milos Raonic,Roberto Bautista Agut,Paris,27-Oct-14,Indoor Hard,Third Round,10,15,0,2,14,23,2,38,48,17,36,3,6,29,80,84,0,11,1,5,37,57,14,23,2,4,29,84,80
Kevin Anderson,Stan Wawrinka,Paris,27-Oct-14,Indoor Hard,Third Round,18,4,0,2,20,18,3,63,84,23,41,2,8,35,114,121,1,18,8,3,48,59,31,55,1,5,39,125,118
Novak Djokovic,Andy Murray,Paris,27-Oct-14,Indoor Hard,Quarter-finals,1,8,0,2,13,1,1,28,35,12,20,4,13,30,67,70,0,7,5,3,23,34,14,33,1,2,15,55,52
Kei Nishikori,David Ferrer,Paris,27-Oct-14,Indoor Hard,Quarter-finals,7,6,0,2,16,3,3,43,63,13,42,6,16,52,116,108,1,16,1,4,40,59,24,57,6,9,49,105,113
Tomas Berdych,Kevin Anderson,Paris,27-Oct-14,Indoor Hard,Quarter-finals,5,18,0,2,18,16,7,48,54,22,49,4,9,36,101,106,1,15,12,2,52,69,13,32,2,2,33,103,98
Milos Raonic,Roger Federer,Paris,27-Oct-14,Indoor Hard,Quarter-finals,10,2,0,2,14,21,1,40,47,15,23,1,2,17,69,72,0,11,8,1,38,43,14,26,0,1,15,70,67
Novak Djokovic,Kei Nishikori,Paris,27-Oct-14,Indoor Hard,Semi-finals,1,7,0,2,12,8,0,29,36,6,12,4,7,25,48,60,0,5,1,4,21,32,2,16,1,4,13,48,36
Milos Raonic,Tomas Berdych,Paris,27-Oct-14,Indoor Hard,Semi-finals,10,5,0,2,16,12,3,46,51,17,39,2,3,30,88,93,1,14,7,4,37,51,21,37,1,4,27,90,85
Novak Djokovic,Milos Raonic,Paris,27-Oct-14,Indoor Hard,Finals,1,10,0,2,12,4,0,34,42,7,14,3,9,25,56,66,0,5,9,2,24,37,7,19,0,4,15,56,46
Kei Nishikori,David Ferrer,London,10-Nov-14,Indoor Hard,NA,5,10,0,2,16,5,6,39,49,15,35,5,9,38,88,92,1,11,2,3,30,48,20,40,2,9,30,84,80
Roger Federer,Kei Nishikori,London,10-Nov-14,Indoor Hard,NA,2,5,0,2,12,7,1,27,34,14,25,3,7,22,52,63,0,5,1,5,19,28,11,24,0,3,18,59,48
Tomas Berdych,Marin Cilic,London,10-Nov-14,Indoor Hard,NA,7,9,0,2,12,5,1,20,28,16,23,4,11,27,55,63,0,4,3,0,17,28,11,27,0,6,15,51,43
Andy Murray,Milos Raonic,London,10-Nov-14,Indoor Hard,NA,6,8,0,2,13,4,2,28,36,16,30,3,5,25,62,69,0,8,4,2,23,33,14,29,1,1,22,66,59
Novak Djokovic,Tomas Berdych,London,10-Nov-14,Indoor Hard,NA,1,7,0,2,12,3,1,20,24,12,17,4,6,27,52,59,0,4,2,2,16,22,9,30,0,0,9,41,34
Novak Djokovic,Kei Nishikori,London,10-Nov-14,Indoor Hard,Semi-finals,1,5,0,2,15,3,2,28,34,13,24,6,9,33,67,74,1,7,3,6,29,38,5,29,2,4,17,58,51
Roger Federer,Stan Wawrinka,London,10-Nov-14,Indoor Hard,Semi-finals,2,4,0,2,18,4,0,41,57,29,51,3,9,49,123,119,1,17,10,4,38,47,36,76,3,6,38,108,112
Peter Gojowczyk,Alejandro Falla,Chennai,5-Jan-15,Hard,First Round,102,113,0,2,12,2,0,18,21,13,21,5,6,22,36,53,0,1,0,0,9,20,5,16,0,3,11,42,25
Pablo Carreno Busta,Alejandro Gonzalez,Chennai,5-Jan-15,Hard,First Round,49,109,0,2,12,1,1,20,23,12,23,5,8,26,45,58,0,4,2,2,12,24,7,21,1,4,14,46,33
Gilles Muller,Edouard Roger-Vasselin,Chennai,5-Jan-15,Hard,First Round,46,116,0,2,19,29,4,49,65,23,35,4,5,35,101,107,1,14,4,3,50,69,16,32,1,4,28,100,94
Guillermo Garcia-Lopez,Evgeny Donskoy,Chennai,5-Jan-15,Hard,First Round,36,129,0,2,18,4,1,31,41,24,34,6,11,43,94,98,1,12,6,6,31,51,20,43,2,5,20,75,71
Elias Ymer,Igor Sijsling,Chennai,5-Jan-15,Hard,First Round,227,81,0,2,16,3,2,39,55,15,25,4,8,42,98,96,1,13,3,7,43,62,13,36,3,7,26,80,82
Ricardas Berankis,Luca Vanni,Chennai,5-Jan-15,Hard,First Round,83,148,0,2,15,4,3,33,46,16,30,5,7,34,81,83,1,12,11,1,30,46,17,35,3,6,27,76,74
Aljaz Bedene,Lukas Lacko,Chennai,5-Jan-15,Hard,First Round,156,88,0,2,13,11,4,37,40,19,39,1,7,27,74,83,0,9,5,2,35,49,12,25,0,3,23,79,70
Andreas Haider-Maurer,Marcel Granollers,Chennai,5-Jan-15,Hard,First Round,79,55,1,2,12,3,4,32,43,22,48,2,6,26,74,80,1,12,5,2,29,38,19,36,3,9,37,91,85
Jiri Vesely,N Vijay Sundar Prashanth,Chennai,5-Jan-15,Hard,First Round,65,557,0,2,12,4,1,20,23,9,16,5,10,29,55,58,0,3,0,0,12,28,14,27,0,0,10,39,36
Tatsuma Ito,Ramkumar Ramanathan,Chennai,5-Jan-15,Hard,First Round,87,285,0,2,12,2,1,33,38,6,14,3,11,34,77,73,0,6,9,4,30,40,13,37,0,2,13,52,56
Borna Coric,Robin Haase,Chennai,5-Jan-15,Hard,First Round,95,80,0,2,12,4,1,21,26,12,22,5,7,27,46,60,0,4,1,0,14,27,5,19,1,5,15,48,34
Yen-Hsun Lu,Somdev Devvarman,Chennai,5-Jan-15,Hard,First Round,38,136,0,2,12,2,0,22,31,14,23,4,11,30,61,66,0,7,3,1,22,38,9,23,2,3,18,54,49
Stan Wawrinka,Borna Coric,Chennai,5-Jan-15,Hard,Second Round,4,95,0,2,12,4,1,24,26,12,22,3,8,25,54,61,0,5,2,0,18,28,11,26,0,0,12,48,41
Gilles Muller,Elias Ymer,Chennai,5-Jan-15,Hard,Second Round,46,227,0,2,12,6,2,31,37,16,31,2,2,15,46,62,0,7,2,3,30,35,1,11,0,7,21,68,52
Aljaz Bedene,Feliciano Lopez,Chennai,5-Jan-15,Hard,Second Round,156,14,0,2,12,7,1,33,38,10,19,2,10,30,75,73,0,8,6,2,28,42,17,33,0,1,14,57,59
Andreas Haider-Maurer,Jiri Vesely,Chennai,5-Jan-15,Hard,Second Round,79,65,0,2,18,13,7,49,67,18,30,3,5,34,100,101,1,15,14,4,53,67,13,33,1,4,30,97,96
Yen-Hsun Lu,Pablo Carreno Busta,Chennai,5-Jan-15,Hard,Second Round,38,49,0,2,12,7,2,30,39,10,19,3,7,29,67,69,0,8,7,2,32,48,6,19,1,5,18,58,56
Roberto Bautista Agut,Peter Gojowczyk,Chennai,5-Jan-15,Hard,Second Round,15,102,0,2,12,6,4,23,35,14,26,5,6,25,47,62,0,5,5,2,16,27,6,20,2,8,24,61,46
David Goffin,Ricardas Berankis,Chennai,5-Jan-15,Hard,Second Round,22,83,0,2,17,12,4,38,46,19,32,4,10,43,101,100,1,12,1,4,48,74,10,27,2,4,21,78,79
Guillermo Garcia-Lopez,Tatsuma Ito,Chennai,5-Jan-15,Hard,Second Round,36,87,0,2,18,8,2,35,49,19,38,8,18,49,98,103,1,9,5,7,34,58,15,40,3,7,33,87,82
David Goffin,Andreas Haider-Maurer,Chennai,5-Jan-15,Hard,Quarter-finals,22,79,0,2,13,7,1,21,25,17,25,4,7,27,62,65,0,7,6,2,25,39,10,23,1,1,12,50,47
Stan Wawrinka,Gilles Muller,Chennai,5-Jan-15,Hard,Quarter-finals,4,46,0,2,13,4,0,31,39,17,22,3,6,29,71,77,0,8,1,4,26,38,16,33,1,4,13,61,55
Aljaz Bedene,Guillermo Garcia-Lopez,Chennai,5-Jan-15,Hard,Quarter-finals,156,36,0,2,14,11,1,44,64,16,35,4,7,31,73,91,1,11,3,4,24,37,18,36,3,11,39,99,81
Roberto Bautista Agut,Yen-Hsun Lu,Chennai,5-Jan-15,Hard,Quarter-finals,15,38,0,2,13,3,0,34,47,16,26,2,6,33,85,83,0,10,5,1,34,47,18,38,1,3,23,73,75
Stan Wawrinka,David Goffin,Chennai,5-Jan-15,Hard,Semi-finals,4,22,0,2,13,6,1,26,37,22,35,3,10,28,69,76,0,8,3,2,29,38,12,31,1,8,24,72,65
Aljaz Bedene,Roberto Bautista Agut,Chennai,5-Jan-15,Hard,Semi-finals,156,15,0,2,16,15,3,45,64,27,61,5,10,38,99,110,1,15,2,2,43,68,18,31,5,15,53,125,114
Stan Wawrinka,Aljaz Bedene,Chennai,5-Jan-15,Hard,Finals,4,156,0,2,12,2,1,29,39,13,20,2,4,18,52,60,0,7,7,2,25,33,9,19,0,0,17,59,51
Jeremy Chardy,Andrey Golubev,Brisbane,5-Jan-15,Hard,First Round,31,72,0,2,12,7,1,31,39,11,14,2,3,19,57,61,0,8,9,2,30,38,8,19,0,0,11,53,49
Alexandr Dolgopolov,Carlos Berlocq,Brisbane,5-Jan-15,Hard,First Round,23,71,0,2,12,6,1,24,31,12,18,4,15,38,78,74,0,5,3,2,32,53,8,25,1,4,13,49,53
Jarkko Nieminen,Denis Kudla,Brisbane,5-Jan-15,Hard,First Round,73,123,0,2,16,4,0,39,59,17,33,5,8,38,83,94,1,11,6,1,26,50,19,33,3,7,36,92,81
James Duckworth,Gilles Simon,Brisbane,5-Jan-15,Hard,First Round,125,21,0,2,12,4,0,20,27,11,18,5,15,29,56,60,0,4,2,1,22,37,5,19,1,3,14,45,41
Thanasi Kokkinakis,Julien Benneteau,Brisbane,5-Jan-15,Hard,First Round,149,25,0,2,12,9,1,25,30,14,22,3,4,22,52,61,0,7,5,3,23,33,7,19,1,2,13,52,43
Martin Klizan,Jurgen Melzer,Brisbane,5-Jan-15,Hard,First Round,34,110,0,2,19,9,4,55,79,27,51,4,8,36,95,118,1,14,4,4,40,62,19,33,2,8,48,130,107
Lukasz Kubot,Kevin Anderson,Brisbane,5-Jan-15,Hard,First Round,177,16,0,2,13,6,5,35,51,14,27,3,7,29,76,78,0,10,12,3,30,43,17,33,2,5,29,78,76
Sam Groth,Lleyton Hewitt,Brisbane,5-Jan-15,Hard,First Round,85,84,0,2,12,14,0,30,34,8,13,3,4,18,45,56,0,5,1,2,13,22,14,23,0,2,9,47,36
Steve Johnson,Marinko Matosevic,Brisbane,5-Jan-15,Hard,First Round,37,77,0,2,16,14,3,45,58,24,37,1,4,36,106,105,1,17,10,5,51,68,19,38,2,6,26,95,96
Mikhail Kukushkin,Marius Copil,Brisbane,5-Jan-15,Hard,First Round,69,201,0,2,16,3,1,42,56,16,28,3,6,28,89,86,1,14,17,2,46,56,15,33,2,3,26,84,87
John Millman,Rhyne Williams,Brisbane,5-Jan-15,Hard,First Round,153,220,0,2,12,6,2,19,24,14,20,4,5,25,50,58,0,4,3,4,20,31,5,19,0,1,11,44,36
Bernard Tomic,Sam Querrey,Brisbane,5-Jan-15,Hard,First Round,53,35,0,2,14,5,0,36,46,21,31,2,6,21,70,78,0,11,20,3,35,42,14,28,1,5,20,77,69
Martin Klizan,Alexandr Dolgopolov,Brisbane,5-Jan-15,Hard,Second Round,34,23,0,2,15,4,5,46,73,18,43,3,4,33,103,97,1,18,16,2,51,68,19,35,5,10,52,116,122
James Duckworth,Jarkko Nieminen,Brisbane,5-Jan-15,Hard,Second Round,125,73,0,2,17,16,3,51,66,24,48,2,6,28,92,103,1,15,5,0,45,60,19,32,2,9,39,114,103
Grigor Dimitrov,Jeremy Chardy,Brisbane,5-Jan-15,Hard,Second Round,11,31,0,2,16,10,3,46,64,23,43,1,13,46,126,115,1,16,9,6,60,78,20,48,2,7,38,107,118
Roger Federer,John Millman,Brisbane,5-Jan-15,Hard,Second Round,2,153,0,2,16,8,3,37,50,19,35,4,13,48,112,104,1,13,2,2,44,72,20,40,2,11,29,85,93
Sam Groth,Lukasz Kubot,Brisbane,5-Jan-15,Hard,Second Round,85,177,0,2,19,21,2,62,80,19,31,1,7,32,112,113,1,17,14,5,58,75,22,37,0,2,30,111,110
Milos Raonic,Mikhail Kukushkin,Brisbane,5-Jan-15,Hard,Second Round,8,69,0,2,12,17,4,28,31,12,17,2,4,20,54,60,0,7,1,1,22,32,12,22,0,0,8,48,42
Kei Nishikori,Steve Johnson,Brisbane,5-Jan-15,Hard,Second Round,5,37,0,2,13,7,1,34,45,16,22,2,3,20,61,70,0,9,6,1,24,33,17,28,0,2,17,67,58
Bernard Tomic,Thanasi Kokkinakis,Brisbane,5-Jan-15,Hard,Second Round,53,149,0,2,13,8,1,38,51,12,21,2,5,24,61,74,0,7,7,3,23,32,14,29,0,0,22,72,59
Kei Nishikori,Bernard Tomic,Brisbane,5-Jan-15,Hard,Quarter-finals,5,53,0,2,12,5,1,24,26,8,12,4,16,32,68,64,0,4,10,2,26,41,10,27,0,0,6,38,42
Roger Federer,James Duckworth,Brisbane,5-Jan-15,Hard,Quarter-finals,2,125,0,2,12,12,2,19,21,6,9,6,8,26,38,51,0,1,0,1,8,25,4,13,0,0,5,30,17
Grigor Dimitrov,Martin Klizan,Brisbane,5-Jan-15,Hard,Quarter-finals,11,34,0,2,12,7,2,26,34,12,23,4,5,24,53,62,0,7,3,1,24,37,5,16,2,3,19,57,48
Milos Raonic,Sam Groth,Brisbane,5-Jan-15,Hard,Quarter-finals,8,85,0,2,17,15,2,53,65,19,31,0,0,23,98,95,1,18,22,1,58,74,17,24,1,5,24,96,99
Roger Federer,Grigor Dimitrov,Brisbane,5-Jan-15,Hard,Semi-finals,2,11,0,2,12,1,1,27,33,9,15,4,7,23,48,59,0,4,4,1,19,30,6,18,0,4,12,48,37
Milos Raonic,Kei Nishikori,Brisbane,5-Jan-15,Hard,Semi-finals,8,5,0,2,20,34,3,72,84,22,38,0,3,26,116,120,1,19,6,3,69,82,21,34,0,3,28,122,118
